gene	spkg_name	filepath	description
phrog_1804	phrog_1804	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1804.hmm	Rz-like spanin
phrog_1806	phrog_1806	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1806.hmm	collagen like minor tail
phrog_1807	phrog_1807	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1807.hmm	tail fiber protein
phrog_1808	phrog_1808	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1808.hmm	HNH endonuclease
phrog_1815	phrog_1815	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1815.hmm	guanylate kinase
phrog_1817	phrog_1817	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1817.hmm	nucleoside 2-deoxyribosyltransferase
phrog_1819	phrog_1819	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1819.hmm	tail spike protein
phrog_1825	phrog_1825	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1825.hmm	DNA methyltransferase
phrog_1827	phrog_1827	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1827.hmm	ATP-dependent protease
phrog_1829	phrog_1829	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1829.hmm	DNA primase
phrog_1832	phrog_1832	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1832.hmm	released from the phage upon host infection
phrog_1833	phrog_1833	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1833.hmm	tail fiber protein
phrog_1835	phrog_1835	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1835.hmm	HTH DNA binding protein
phrog_1836	phrog_1836	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1836.hmm	tail fiber protein
phrog_1842	phrog_1842	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1842.hmm	tail tube protein
phrog_1850	phrog_1850	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1850.hmm	exopolyphosphatase
phrog_1851	phrog_1851	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1851.hmm	PmgC-like head morphogenesis
phrog_1854	phrog_1854	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1854.hmm	PmgB-like head morphogenesis
phrog_1857	phrog_1857	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1857.hmm	head-tail connector protein
phrog_1858	phrog_1858	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1858.hmm	tail fiber protein
phrog_1859	phrog_1859	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1859.hmm	major head protein
phrog_1867	phrog_1867	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1867.hmm	single strand DNA binding protein
phrog_1870	phrog_1870	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1870.hmm	exonuclease
phrog_1872	phrog_1872	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1872.hmm	endonuclease
phrog_1877	phrog_1877	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1877.hmm	DNA binding protein
phrog_1879	phrog_1879	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1879.hmm	head scaffolding protein
phrog_1883	phrog_1883	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1883.hmm	DNA helicase
phrog_1885	phrog_1885	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1885.hmm	minor tail protein
phrog_1887	phrog_1887	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1887.hmm	tail protein
phrog_1889	phrog_1889	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1889.hmm	terminase small subunit
phrog_1891	phrog_1891	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1891.hmm	HNH endonuclease
phrog_1892	phrog_1892	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1892.hmm	minor tail protein
phrog_1897	phrog_1897	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1897.hmm	terminase small subunit
phrog_1898	phrog_1898	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1898.hmm	lysis determining protein
phrog_1904	phrog_1904	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1904.hmm	endolysin; lysM motif
phrog_1906	phrog_1906	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1906.hmm	tail protein
phrog_1907	phrog_1907	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1907.hmm	DNA polymerase
phrog_1910	phrog_1910	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1910.hmm	lectin
phrog_1912	phrog_1912	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1912.hmm	head protein
phrog_1913	phrog_1913	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1913.hmm	tail protein
phrog_1917	phrog_1917	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1917.hmm	virion structural protein
phrog_1918	phrog_1918	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1918.hmm	DNA polymerase
phrog_1922	phrog_1922	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1922.hmm	baseplate hub subunit and tail lysozyme
phrog_1924	phrog_1924	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1924.hmm	minor tail protein
phrog_1926	phrog_1926	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1926.hmm	released from the phage upon host infection
phrog_1927	phrog_1927	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1927.hmm	tail assembly chaperone
phrog_1929	phrog_1929	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1929.hmm	head-tail connector protein
phrog_1932	phrog_1932	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1932.hmm	tail assembly chaperone
phrog_1942	phrog_1942	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1942.hmm	tail length tape measure protein
phrog_1944	phrog_1944	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1944.hmm	minor head protein
phrog_1951	phrog_1951	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1951.hmm	head-tail adaptor
phrog_1954	phrog_1954	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1954.hmm	virion structural protein
phrog_1958	phrog_1958	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1958.hmm	minor tail protein
phrog_1964	phrog_1964	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1964.hmm	virion structural protein
phrog_1967	phrog_1967	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1967.hmm	DNA helicase
phrog_1980	phrog_1980	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1980.hmm	tail fiber protein
phrog_1985	phrog_1985	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1985.hmm	HNH endonuclease
phrog_1990	phrog_1990	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1990.hmm	Cas4-domain exonuclease
phrog_1992	phrog_1992	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1992.hmm	MazG-like pyrophosphatase
phrog_1994	phrog_1994	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1994.hmm	DNA binding protein
phrog_1996	phrog_1996	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_1996.hmm	DNA methyltransferase
phrog_2002	phrog_2002	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2002.hmm	Holliday junction resolvase
phrog_2005	phrog_2005	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2005.hmm	minor tail protein
phrog_2006	phrog_2006	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2006.hmm	major head protein
phrog_2012	phrog_2012	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2012.hmm	minor tail protein
phrog_2013	phrog_2013	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2013.hmm	lytic tail protein
phrog_2015	phrog_2015	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2015.hmm	tail tube protein
phrog_2032	phrog_2032	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2032.hmm	tail fiber assembly protein
phrog_2038	phrog_2038	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2038.hmm	upper collar connector
phrog_2044	phrog_2044	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2044.hmm	RNA polymerase beta subunit
phrog_2048	phrog_2048	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2048.hmm	tail protein
phrog_2050	phrog_2050	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2050.hmm	virion structural protein
phrog_2051	phrog_2051	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2051.hmm	RNA polymerase
phrog_2055	phrog_2055	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2055.hmm	Kil protein for bacterial septation inhibition
phrog_2056	phrog_2056	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2056.hmm	tail fiber protein; host specificity
phrog_2060	phrog_2060	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2060.hmm	DNA methyltransferase
phrog_2062	phrog_2062	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2062.hmm	DNA polymerase
phrog_2068	phrog_2068	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2068.hmm	phosphoribosyl transferase
phrog_2071	phrog_2071	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2071.hmm	ATPase
phrog_2073	phrog_2073	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2073.hmm	holin
phrog_2081	phrog_2081	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2081.hmm	HNH endonuclease
phrog_2082	phrog_2082	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2082.hmm	exonuclease
phrog_2083	phrog_2083	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2083.hmm	internal virion lysozyme motif
phrog_2097	phrog_2097	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2097.hmm	tail fiber protein
phrog_2102	phrog_2102	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2102.hmm	Dmd discriminator of mRNA degradation
phrog_2103	phrog_2103	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2103.hmm	baseplate protein
phrog_2106	phrog_2106	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2106.hmm	minor tail protein
phrog_2107	phrog_2107	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2107.hmm	thymidylate kinase
phrog_2115	phrog_2115	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2115.hmm	tail protein
phrog_2118	phrog_2118	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2118.hmm	HNH endonuclease
phrog_2120	phrog_2120	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2120.hmm	tail length tape measure protein
phrog_2122	phrog_2122	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2122.hmm	minor head protein
phrog_2123	phrog_2123	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2123.hmm	recombinase
phrog_2125	phrog_2125	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2125.hmm	virion structural protein
phrog_2126	phrog_2126	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2126.hmm	tail fiber protein
phrog_2135	phrog_2135	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2135.hmm	DNA primase
phrog_2137	phrog_2137	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2137.hmm	tail fiber protein
phrog_2139	phrog_2139	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2139.hmm	exonuclease
phrog_2144	phrog_2144	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2144.hmm	MazG-like pyrophosphatase
phrog_2145	phrog_2145	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2145.hmm	major head protein
phrog_2148	phrog_2148	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2148.hmm	tail fiber protein
phrog_2149	phrog_2149	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2149.hmm	replication initiation protein
phrog_2150	phrog_2150	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2150.hmm	terminase
phrog_2155	phrog_2155	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2155.hmm	virion structural protein
phrog_2159	phrog_2159	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2159.hmm	ParB-like partition protein
phrog_2162	phrog_2162	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2162.hmm	Sir2 (NAD-dependent deacetylase)
phrog_2163	phrog_2163	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2163.hmm	virion structural protein
phrog_2165	phrog_2165	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2165.hmm	DNA helicase
phrog_2166	phrog_2166	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2166.hmm	N4-like RNA polymerase
phrog_2167	phrog_2167	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2167.hmm	inhibitor of host Lon protease
phrog_2175	phrog_2175	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2175.hmm	protein with Ig domain
phrog_2185	phrog_2185	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2185.hmm	RecT-like ssDNA annealing protein
phrog_2186	phrog_2186	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2186.hmm	virion structural protein
phrog_2189	phrog_2189	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2189.hmm	tail protein
phrog_2190	phrog_2190	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2190.hmm	replication initiation protein
phrog_2197	phrog_2197	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2197.hmm	GTP cyclohydrolase
phrog_2204	phrog_2204	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2204.hmm	glycerophosphoryl diester phosphodiesterase
phrog_2205	phrog_2205	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2205.hmm	Mu Gam-like end protection
phrog_2206	phrog_2206	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2206.hmm	virion RNA polymerase
phrog_2213	phrog_2213	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2213.hmm	nucleoside triphosphate pyrophosphohydrolase
phrog_2214	phrog_2214	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2214.hmm	HNH endonuclease
phrog_2225	phrog_2225	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2225.hmm	peptidase
phrog_2226	phrog_2226	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2226.hmm	SAM-dependent methyltransferase
phrog_2229	phrog_2229	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2229.hmm	head maturation protease
phrog_2234	phrog_2234	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2234.hmm	tail spike protein
phrog_2235	phrog_2235	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2235.hmm	minor tail protein
phrog_2244	phrog_2244	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2244.hmm	tRNA nucleotidyltransferase
phrog_2245	phrog_2245	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2245.hmm	nucleoside triphosphate pyrophosphohydrolase
phrog_2248	phrog_2248	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2248.hmm	tail protein
phrog_2249	phrog_2249	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2249.hmm	DNA primase
phrog_2252	phrog_2252	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2252.hmm	endolysin; inhibits RNA polymerase
phrog_2255	phrog_2255	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2255.hmm	HNH endonuclease
phrog_2258	phrog_2258	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2258.hmm	baseplate protein
phrog_2259	phrog_2259	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2259.hmm	Rnase H
phrog_2263	phrog_2263	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2263.hmm	major head protein
phrog_2271	phrog_2271	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2271.hmm	portal protein
phrog_2276	phrog_2276	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2276.hmm	tail length tape measure protein
phrog_2281	phrog_2281	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2281.hmm	peroxyredoxin antioxidant
phrog_2282	phrog_2282	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2282.hmm	tail fiber protein
phrog_2289	phrog_2289	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2289.hmm	helicase loader
phrog_2294	phrog_2294	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2294.hmm	ribonucleotide reductase
phrog_2297	phrog_2297	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2297.hmm	DNA endonuclease
phrog_2303	phrog_2303	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2303.hmm	head scaffolding protein
phrog_2304	phrog_2304	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2304.hmm	DNA primase
phrog_2307	phrog_2307	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2307.hmm	L-alanyl-D-glutamate peptidase
phrog_2311	phrog_2311	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2311.hmm	HTH DNA binding protein
phrog_2321	phrog_2321	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2321.hmm	Ref-like RecA filament endonuclease
phrog_2322	phrog_2322	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2322.hmm	head-tail connector protein
phrog_2323	phrog_2323	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2323.hmm	HNH endonuclease
phrog_2324	phrog_2324	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2324.hmm	Erf-like ssDNA annealing protein
phrog_2325	phrog_2325	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2325.hmm	minor tail protein
phrog_2332	phrog_2332	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2332.hmm	hyaluronidase
phrog_2335	phrog_2335	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2335.hmm	tail length tape measure protein
phrog_2337	phrog_2337	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2337.hmm	tail length tape measure protein
phrog_2338	phrog_2338	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2338.hmm	endolysin
phrog_2339	phrog_2339	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2339.hmm	HTH DNA binding protein
phrog_2340	phrog_2340	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2340.hmm	endonuclease
phrog_2343	phrog_2343	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2343.hmm	terminase small subunit
phrog_2353	phrog_2353	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2353.hmm	major head protein
phrog_2354	phrog_2354	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2354.hmm	DNA condensation
phrog_2359	phrog_2359	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2359.hmm	holin
phrog_2361	phrog_2361	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2361.hmm	serine-threonine kinase
phrog_2365	phrog_2365	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2365.hmm	replication initiation O-like
phrog_2369	phrog_2369	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2369.hmm	dCMP deaminase
phrog_2370	phrog_2370	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2370.hmm	neck passage structure
phrog_2373	phrog_2373	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2373.hmm	DNA helicase
phrog_2376	phrog_2376	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2376.hmm	ATPase
phrog_2377	phrog_2377	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2377.hmm	head-tail adaptor Ad1
phrog_2386	phrog_2386	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2386.hmm	virion structural protein
phrog_2387	phrog_2387	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2387.hmm	nucleotide kinase
phrog_2391	phrog_2391	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2391.hmm	DNA binding protein
phrog_2394	phrog_2394	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2394.hmm	Kil protein for bacterial septation inhibition
phrog_2401	phrog_2401	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2401.hmm	periplasmic protein
phrog_2414	phrog_2414	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2414.hmm	terminase small subunit
phrog_2420	phrog_2420	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2420.hmm	tail fiber protein
phrog_2443	phrog_2443	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2443.hmm	amidoligase enzyme
phrog_2445	phrog_2445	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2445.hmm	Erf recombination cofactor Arf
phrog_2447	phrog_2447	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2447.hmm	replication initiation protein
phrog_2449	phrog_2449	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2449.hmm	single strand annealing protein
phrog_2461	phrog_2461	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2461.hmm	Kil protein for bacterial septation inhibition
phrog_2466	phrog_2466	/mnt/hpccs01/work/microbiome/msingle/rossenzhao/phrogs_v4.1/hmms/phrog_2466.hmm	Rz-like spanin
