tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
s__Desulfovibrio_ferrireducens,g__Desulfovibrio,species,s__Desulfovibrio_ferrireducens,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfovibrionales,f__Desulfovibrionaceae,g__Desulfovibrio,s__Desulfovibrio_ferrireducens
o__Methylococcales,c__Gammaproteobacteria,order,o__Methylococcales,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,,,
f__Methylococcaceae,o__Methylococcales,family,f__Methylococcaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,,
g__Methylococcus,f__Methylococcaceae,genus,g__Methylococcus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylococcus,
s__Methylococcus_capsulatus,g__Methylococcus,species,s__Methylococcus_capsulatus,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylococcaceae,g__Methylococcus,s__Methylococcus_capsulatus
f__Microbacteriaceae,o__Actinomycetales,family,f__Microbacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,,
g__Pseudoclavibacter,f__Microbacteriaceae,genus,g__Pseudoclavibacter,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Pseudoclavibacter,
s__Pseudoclavibacter_soli,g__Pseudoclavibacter,species,s__Pseudoclavibacter_soli,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Pseudoclavibacter,s__Pseudoclavibacter_soli
g__Microbacterium,f__Microbacteriaceae,genus,g__Microbacterium,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,
s__Microbacterium_gubbeenense,g__Microbacterium,species,s__Microbacterium_gubbeenense,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Microbacteriaceae,g__Microbacterium,s__Microbacterium_gubbeenense
f__Desulfobulbaceae,o__Desulfobacterales,family,f__Desulfobulbaceae,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,,
g__Desulfobulbus,f__Desulfobulbaceae,genus,g__Desulfobulbus,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfobulbus,
s__Desulfobulbus_japonicus,g__Desulfobulbus,species,s__Desulfobulbus_japonicus,Root,d__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Desulfobacterales,f__Desulfobulbaceae,g__Desulfobulbus,s__Desulfobulbus_japonicus
s__Xanthomonas_euvesicatoria,g__Xanthomonas,species,s__Xanthomonas_euvesicatoria,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Xanthomonadaceae,g__Xanthomonas,s__Xanthomonas_euvesicatoria
g__Erysipelatoclostridium,f__Erysipelotrichaceae,genus,g__Erysipelatoclostridium,Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,
s__[Clostridium]_spiroforme,g__Erysipelatoclostridium,species,s__[Clostridium]_spiroforme,Root,d__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__Erysipelatoclostridium,s__[Clostridium]_spiroforme
g__Coprococcus,f__Lachnospiraceae,genus,g__Coprococcus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,
s__Coprococcus_catus,g__Coprococcus,species,s__Coprococcus_catus,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Coprococcus,s__Coprococcus_catus
f__Candidatus_Midichloriaceae,o__Rickettsiales,family,f__Candidatus_Midichloriaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Candidatus_Midichloriaceae,,
g__Candidatus_Midichloria,f__Candidatus_Midichloriaceae,genus,g__Candidatus_Midichloria,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Candidatus_Midichloriaceae,g__Candidatus_Midichloria,
s__Candidatus_Midichloria_mitochondrii,g__Candidatus_Midichloria,species,s__Candidatus_Midichloria_mitochondrii,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Candidatus_Midichloriaceae,g__Candidatus_Midichloria,s__Candidatus_Midichloria_mitochondrii
s__Lactobacillus_otakiensis,g__Lactobacillus,species,s__Lactobacillus_otakiensis,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__Lactobacillus_otakiensis
o__[Candidatus_Pelagibacter],c__Alphaproteobacteria,order,o__[Candidatus_Pelagibacter],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Candidatus_Pelagibacter],,,
f__[Candidatus_Pelagibacter],o__[Candidatus_Pelagibacter],family,f__[Candidatus_Pelagibacter],Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Candidatus_Pelagibacter],f__[Candidatus_Pelagibacter],,
g__Candidatus_Pelagibacter,f__[Candidatus_Pelagibacter],genus,g__Candidatus_Pelagibacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Candidatus_Pelagibacter],f__[Candidatus_Pelagibacter],g__Candidatus_Pelagibacter,
s__Candidatus_Pelagibacter_sp._IMCC9063,g__Candidatus_Pelagibacter,species,s__Candidatus_Pelagibacter_sp._IMCC9063,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__[Candidatus_Pelagibacter],f__[Candidatus_Pelagibacter],g__Candidatus_Pelagibacter,s__Candidatus_Pelagibacter_sp._IMCC9063
f__Blattabacteriaceae,o__Flavobacteriales,family,f__Blattabacteriaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,,
g__Blattabacterium,f__Blattabacteriaceae,genus,g__Blattabacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,
s__Blattabacterium_sp._(Blattella_germanica),g__Blattabacterium,species,s__Blattabacterium_sp._(Blattella_germanica),Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Blattabacteriaceae,g__Blattabacterium,s__Blattabacterium_sp._(Blattella_germanica)
g__Capnocytophaga,f__Flavobacteriaceae,genus,g__Capnocytophaga,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,
s__Capnocytophaga_canimorsus,g__Capnocytophaga,species,s__Capnocytophaga_canimorsus,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,s__Capnocytophaga_canimorsus
g__Tannerella,f__Porphyromonadaceae,genus,g__Tannerella,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,
s__Tannerella_forsythia,g__Tannerella,species,s__Tannerella_forsythia,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Tannerella,s__Tannerella_forsythia
s__Mycoplasma_orale,g__Mycoplasma,species,s__Mycoplasma_orale,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_orale
o__[Candidatus_Ruthia],c__Gammaproteobacteria,order,o__[Candidatus_Ruthia],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Candidatus_Ruthia],,,
f__[Candidatus_Ruthia],o__[Candidatus_Ruthia],family,f__[Candidatus_Ruthia],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Candidatus_Ruthia],f__[Candidatus_Ruthia],,
g__Candidatus_Ruthia,f__[Candidatus_Ruthia],genus,g__Candidatus_Ruthia,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Candidatus_Ruthia],f__[Candidatus_Ruthia],g__Candidatus_Ruthia,
s__Candidatus_Ruthia_magnifica,g__Candidatus_Ruthia,species,s__Candidatus_Ruthia_magnifica,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[Candidatus_Ruthia],f__[Candidatus_Ruthia],g__Candidatus_Ruthia,s__Candidatus_Ruthia_magnifica
g__Nitrosospira,f__Nitrosomonadaceae,genus,g__Nitrosospira,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosospira,
s__Nitrosospira_briensis,g__Nitrosospira,species,s__Nitrosospira_briensis,Root,d__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Nitrosomonadales,f__Nitrosomonadaceae,g__Nitrosospira,s__Nitrosospira_briensis
g__Jeotgalicoccus,f__Staphylococcaceae,genus,g__Jeotgalicoccus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Jeotgalicoccus,
s__Jeotgalicoccus_psychrophilus,g__Jeotgalicoccus,species,s__Jeotgalicoccus_psychrophilus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Jeotgalicoccus,s__Jeotgalicoccus_psychrophilus
f__Cryomorphaceae,o__Flavobacteriales,family,f__Cryomorphaceae,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,,
g__Crocinitomix,f__Cryomorphaceae,genus,g__Crocinitomix,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Crocinitomix,
s__Crocinitomix_catalasitica,g__Crocinitomix,species,s__Crocinitomix_catalasitica,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Cryomorphaceae,g__Crocinitomix,s__Crocinitomix_catalasitica
s__Chryseobacterium_sp._YR480,g__Chryseobacterium,species,s__Chryseobacterium_sp._YR480,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Chryseobacterium,s__Chryseobacterium_sp._YR480
s__Paenibacillus_sp._FSL_R7-277,g__Paenibacillus,species,s__Paenibacillus_sp._FSL_R7-277,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._FSL_R7-277
s__Paenibacillus_sp._FSL_H8-457,g__Paenibacillus,species,s__Paenibacillus_sp._FSL_H8-457,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._FSL_H8-457
s__Paenibacillus_sp._FSL_R5-808,g__Paenibacillus,species,s__Paenibacillus_sp._FSL_R5-808,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__Paenibacillus_sp._FSL_R5-808
o__Bifidobacteriales,c__Actinobacteria,order,o__Bifidobacteriales,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,,,
f__Bifidobacteriaceae,o__Bifidobacteriales,family,f__Bifidobacteriaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,,
g__Scardovia,f__Bifidobacteriaceae,genus,g__Scardovia,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,
s__Scardovia_inopinata,g__Scardovia,species,s__Scardovia_inopinata,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,g__Scardovia,s__Scardovia_inopinata
g__[Lachnospiraceae_bacterium_10-1],f__Lachnospiraceae,genus,g__[Lachnospiraceae_bacterium_10-1],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_10-1],
s__Lachnospiraceae_bacterium_10-1,g__[Lachnospiraceae_bacterium_10-1],species,s__Lachnospiraceae_bacterium_10-1,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_10-1],s__Lachnospiraceae_bacterium_10-1
s__Rickettsia_endosymbiont_of_Ixodes_scapularis,g__Rickettsia,species,s__Rickettsia_endosymbiont_of_Ixodes_scapularis,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__Rickettsia_endosymbiont_of_Ixodes_scapularis
g__[Lachnospiraceae_bacterium_COE1],f__Lachnospiraceae,genus,g__[Lachnospiraceae_bacterium_COE1],Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_COE1],
s__Lachnospiraceae_bacterium_COE1,g__[Lachnospiraceae_bacterium_COE1],species,s__Lachnospiraceae_bacterium_COE1,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__[Lachnospiraceae_bacterium_COE1],s__Lachnospiraceae_bacterium_COE1
g__Staphylococcus,f__Staphylococcaceae,genus,g__Staphylococcus,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,
s__Staphylococcus_simulans,g__Staphylococcus,species,s__Staphylococcus_simulans,Root,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Staphylococcaceae,g__Staphylococcus,s__Staphylococcus_simulans
g__Pseudovibrio,f__Rhodobacteraceae,genus,g__Pseudovibrio,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudovibrio,
s__Pseudovibrio_sp._JE062,g__Pseudovibrio,species,s__Pseudovibrio_sp._JE062,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Pseudovibrio,s__Pseudovibrio_sp._JE062
g__Ruegeria,f__Rhodobacteraceae,genus,g__Ruegeria,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria,
s__Silicibacter_sp._TrichCH4B,g__Ruegeria,species,s__Silicibacter_sp._TrichCH4B,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Ruegeria,s__Silicibacter_sp._TrichCH4B
s__Mycoplasma_genitalium,g__Mycoplasma,species,s__Mycoplasma_genitalium,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,s__Mycoplasma_genitalium
s__Peptoniphilus_sp._oral_taxon_386,g__Peptoniphilus,species,s__Peptoniphilus_sp._oral_taxon_386,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiales_Family_XI._Incertae_Sedis,g__Peptoniphilus,s__Peptoniphilus_sp._oral_taxon_386
s__Propionibacterium_sp._oral_taxon_192,g__Propionibacterium,species,s__Propionibacterium_sp._oral_taxon_192,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Propionibacteriaceae,g__Propionibacterium,s__Propionibacterium_sp._oral_taxon_192
f__Rhizobiaceae,o__Rhizobiales,family,f__Rhizobiaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,,
g__Candidatus_Liberibacter,f__Rhizobiaceae,genus,g__Candidatus_Liberibacter,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Candidatus_Liberibacter,
s__Liberibacter_crescens,g__Candidatus_Liberibacter,species,s__Liberibacter_crescens,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae,g__Candidatus_Liberibacter,s__Liberibacter_crescens
f__Brucellaceae,o__Rhizobiales,family,f__Brucellaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,,
g__Brucella,f__Brucellaceae,genus,g__Brucella,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Brucella,
s__Brucella_sp._NVSL_07-0026,g__Brucella,species,s__Brucella_sp._NVSL_07-0026,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Brucella,s__Brucella_sp._NVSL_07-0026
g__Aureispira,f__Saprospiraceae,genus,g__Aureispira,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Saprospiraceae,g__Aureispira,
s__Aureispira_sp._CCB-QB1,g__Aureispira,species,s__Aureispira_sp._CCB-QB1,Root,d__Bacteria,p__Bacteroidetes,c__Sphingobacteriia,o__Sphingobacteriales,f__Saprospiraceae,g__Aureispira,s__Aureispira_sp._CCB-QB1
s__Bacteroides_sp._2_1_16,g__Bacteroides,species,s__Bacteroides_sp._2_1_16,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_sp._2_1_16
s__Rickettsia_rickettsii,g__Rickettsia,species,s__Rickettsia_rickettsii,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rickettsiales,f__Rickettsiaceae,g__Rickettsia,s__Rickettsia_rickettsii
f__Shewanellaceae,o__Alteromonadales,family,f__Shewanellaceae,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,,
g__Shewanella,f__Shewanellaceae,genus,g__Shewanella,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
s__Shewanella_putrefaciens,g__Shewanella,species,s__Shewanella_putrefaciens,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_putrefaciens
s__Corynebacterium_kroppenstedtii,g__Corynebacterium,species,s__Corynebacterium_kroppenstedtii,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Corynebacterium,s__Corynebacterium_kroppenstedtii
s__Slackia_sp._CM382,g__Slackia,species,s__Slackia_sp._CM382,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__Slackia,s__Slackia_sp._CM382
g__[Succinivibrionaceae_bacterium_WG-1],f__Succinivibrionaceae,genus,g__[Succinivibrionaceae_bacterium_WG-1],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__[Succinivibrionaceae_bacterium_WG-1],
s__Succinivibrionaceae_bacterium_WG-1,g__[Succinivibrionaceae_bacterium_WG-1],species,s__Succinivibrionaceae_bacterium_WG-1,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Aeromonadales,f__Succinivibrionaceae,g__[Succinivibrionaceae_bacterium_WG-1],s__Succinivibrionaceae_bacterium_WG-1
s__Campylobacter_lari,g__Campylobacter,species,s__Campylobacter_lari,Root,d__Bacteria,p__Proteobacteria,c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,s__Campylobacter_lari
g__Paraprevotella,f__Prevotellaceae,genus,g__Paraprevotella,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Paraprevotella,
s__Paraprevotella_xylaniphila,g__Paraprevotella,species,s__Paraprevotella_xylaniphila,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Paraprevotella,s__Paraprevotella_xylaniphila
s__Brucella_sp._F8/99,g__Brucella,species,s__Brucella_sp._F8/99,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Brucellaceae,g__Brucella,s__Brucella_sp._F8/99
g__[Plautia_stali_symbiont],f__Enterobacteriaceae,genus,g__[Plautia_stali_symbiont],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__[Plautia_stali_symbiont],
s__Plautia_stali_symbiont,g__[Plautia_stali_symbiont],species,s__Plautia_stali_symbiont,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__[Plautia_stali_symbiont],s__Plautia_stali_symbiont
o__[gamma_proteobacterium_IMCC3088],c__Gammaproteobacteria,order,o__[gamma_proteobacterium_IMCC3088],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_IMCC3088],,,
f__[gamma_proteobacterium_IMCC3088],o__[gamma_proteobacterium_IMCC3088],family,f__[gamma_proteobacterium_IMCC3088],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_IMCC3088],f__[gamma_proteobacterium_IMCC3088],,
g__[gamma_proteobacterium_IMCC3088],f__[gamma_proteobacterium_IMCC3088],genus,g__[gamma_proteobacterium_IMCC3088],Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_IMCC3088],f__[gamma_proteobacterium_IMCC3088],g__[gamma_proteobacterium_IMCC3088],
s__gamma_proteobacterium_IMCC3088,g__[gamma_proteobacterium_IMCC3088],species,s__gamma_proteobacterium_IMCC3088,Root,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__[gamma_proteobacterium_IMCC3088],f__[gamma_proteobacterium_IMCC3088],g__[gamma_proteobacterium_IMCC3088],s__gamma_proteobacterium_IMCC3088
s__Prevotella_nigrescens,g__Prevotella,species,s__Prevotella_nigrescens,Root,d__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,s__Prevotella_nigrescens
g__[Coriobacteriaceae_bacterium_BV3Ac1],f__Coriobacteriaceae,genus,g__[Coriobacteriaceae_bacterium_BV3Ac1],Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__[Coriobacteriaceae_bacterium_BV3Ac1],
s__Coriobacteriaceae_bacterium_BV3Ac1,g__[Coriobacteriaceae_bacterium_BV3Ac1],species,s__Coriobacteriaceae_bacterium_BV3Ac1,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Coriobacteriales,f__Coriobacteriaceae,g__[Coriobacteriaceae_bacterium_BV3Ac1],s__Coriobacteriaceae_bacterium_BV3Ac1
f__Dermatophilaceae,o__Actinomycetales,family,f__Dermatophilaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,,
g__Mobilicoccus,f__Dermatophilaceae,genus,g__Mobilicoccus,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Mobilicoccus,
s__Mobilicoccus_pelagius,g__Mobilicoccus,species,s__Mobilicoccus_pelagius,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Dermatophilaceae,g__Mobilicoccus,s__Mobilicoccus_pelagius
g__Meiothermus,f__Thermaceae,genus,g__Meiothermus,Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,
s__Meiothermus_rufus,g__Meiothermus,species,s__Meiothermus_rufus,Root,d__Bacteria,p__Deinococcus-Thermus,c__Deinococci,o__Thermales,f__Thermaceae,g__Meiothermus,s__Meiothermus_rufus
g__Turicella,f__Corynebacteriaceae,genus,g__Turicella,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Turicella,
s__Turicella_otitidis,g__Turicella,species,s__Turicella_otitidis,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Corynebacteriaceae,g__Turicella,s__Turicella_otitidis
s__Acholeplasma_morum,g__Acholeplasma,species,s__Acholeplasma_morum,Root,d__Bacteria,p__Tenericutes,c__Mollicutes,o__Acholeplasmatales,f__Acholeplasmataceae,g__Acholeplasma,s__Acholeplasma_morum
f__Bradyrhizobiaceae,o__Rhizobiales,family,f__Bradyrhizobiaceae,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,,
g__Salinarimonas,f__Bradyrhizobiaceae,genus,g__Salinarimonas,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Salinarimonas,
s__Salinarimonas_rosea,g__Salinarimonas,species,s__Salinarimonas_rosea,Root,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bradyrhizobiaceae,g__Salinarimonas,s__Salinarimonas_rosea
g__[Flavobacteriaceae_bacterium_MAR_2010_118],f__Flavobacteriaceae,genus,g__[Flavobacteriaceae_bacterium_MAR_2010_118],Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__[Flavobacteriaceae_bacterium_MAR_2010_118],
s__Flavobacteriaceae_bacterium_MAR_2010_118,g__[Flavobacteriaceae_bacterium_MAR_2010_118],species,s__Flavobacteriaceae_bacterium_MAR_2010_118,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__[Flavobacteriaceae_bacterium_MAR_2010_118],s__Flavobacteriaceae_bacterium_MAR_2010_118
g__Johnsonella,f__Lachnospiraceae,genus,g__Johnsonella,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,
s__Johnsonella_ignava,g__Johnsonella,species,s__Johnsonella_ignava,Root,d__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Johnsonella,s__Johnsonella_ignava
g__Flavobacterium,f__Flavobacteriaceae,genus,g__Flavobacterium,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
s__Flavobacterium_filum,g__Flavobacterium,species,s__Flavobacterium_filum,Root,d__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,s__Flavobacterium_filum
f__Nocardioidaceae,o__Actinomycetales,family,f__Nocardioidaceae,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,,
g__Kribbella,f__Nocardioidaceae,genus,g__Kribbella,Root,d__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Nocardioidaceae,g__Kribbella,
