tax_id,parent_id,rank,tax_name,root,kingdom,phylum,class,order,family,genus,species
g__Methanothermobacter,f__Methanobacteriaceae,genus,g__Methanothermobacter,Root,k__Archaea,p__Euryarchaeota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae,g__Methanothermobacter,
f__[Acetivibrionaceae],o__Clostridiales,family,f__[Acetivibrionaceae],Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Acetivibrionaceae],,
p__Thermotogae,k__Bacteria,phylum,p__Thermotogae,Root,k__Bacteria,p__Thermotogae,,,,,
c__Thermotogae,p__Thermotogae,class,c__Thermotogae,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,,,,
o__Thermotogales,c__Thermotogae,order,o__Thermotogales,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,,,
f__Thermotogaceae,o__Thermotogales,family,f__Thermotogaceae,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,,
g__Thermotoga,f__Thermotogaceae,genus,g__Thermotoga,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Thermotoga,
f__Idiomarinaceae,o__Alteromonadales,family,f__Idiomarinaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,,
g__Idiomarina,f__Idiomarinaceae,genus,g__Idiomarina,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Idiomarinaceae,g__Idiomarina,
f__Streptococcaceae,o__Lactobacillales,family,f__Streptococcaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,,
g__Streptococcus,f__Streptococcaceae,genus,g__Streptococcus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae,g__Streptococcus,
o__Syntrophobacterales,c__Deltaproteobacteria,order,o__Syntrophobacterales,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,,,
f__Syntrophaceae,o__Syntrophobacterales,family,f__Syntrophaceae,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,,
g__Desulfobacca,f__Syntrophaceae,genus,g__Desulfobacca,Root,k__Bacteria,p__Proteobacteria,c__Deltaproteobacteria,o__Syntrophobacterales,f__Syntrophaceae,g__Desulfobacca,
f__Marinilabiaceae,o__Bacteroidales,family,f__Marinilabiaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,,
g__Anaerophaga,f__Marinilabiaceae,genus,g__Anaerophaga,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Marinilabiaceae,g__Anaerophaga,
o__Thiotrichales,c__Gammaproteobacteria,order,o__Thiotrichales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,,,
f__Piscirickettsiaceae,o__Thiotrichales,family,f__Piscirickettsiaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,,
g__Methylophaga,f__Piscirickettsiaceae,genus,g__Methylophaga,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Thiotrichales,f__Piscirickettsiaceae,g__Methylophaga,
g__Janthinobacterium,f__Oxalobacteraceae,genus,g__Janthinobacterium,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Oxalobacteraceae,g__Janthinobacterium,
g__[Erysipelatoeubacterium],f__Erysipelotrichaceae,genus,g__[Erysipelatoeubacterium],Root,k__Bacteria,p__Firmicutes,c__Erysipelotrichia,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Erysipelatoeubacterium],
f__Prevotellaceae,o__Bacteroidales,family,f__Prevotellaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,,
g__Paraprevotella,f__Prevotellaceae,genus,g__Paraprevotella,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Paraprevotella,
o__Sphingomonadales,c__Alphaproteobacteria,order,o__Sphingomonadales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,,,
f__Sphingomonadaceae,o__Sphingomonadales,family,f__Sphingomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,,
g__Citromicrobium,f__Sphingomonadaceae,genus,g__Citromicrobium,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae,g__Citromicrobium,
c__Flavobacteriia,p__Bacteroidetes,class,c__Flavobacteriia,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,,,,
o__Flavobacteriales,c__Flavobacteriia,order,o__Flavobacteriales,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,,,
f__Flavobacteriaceae,o__Flavobacteriales,family,f__Flavobacteriaceae,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,,
g__Myroides,f__Flavobacteriaceae,genus,g__Myroides,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Myroides,
s__odoratimimus,g__Myroides,species,s__odoratimimus,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Myroides,s__odoratimimus
o__Chromatiales,c__Gammaproteobacteria,order,o__Chromatiales,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,,,
f__Ectothiorhodospiraceae,o__Chromatiales,family,f__Ectothiorhodospiraceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Ectothiorhodospiraceae,,
g__Marinobacter,f__Alteromonadaceae,genus,g__Marinobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Alteromonadaceae,g__Marinobacter,
p__Synergistetes,k__Bacteria,phylum,p__Synergistetes,Root,k__Bacteria,p__Synergistetes,,,,,
g__Anaerococcus,f__[Tissierellaceae],genus,g__Anaerococcus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,
s__hydrogenalis,g__Anaerococcus,species,s__hydrogenalis,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__[Tissierellaceae],g__Anaerococcus,s__hydrogenalis
c__Deltaproteobacteriae1,p__[Epsilonae],class,c__Deltaproteobacteriae1,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteriae1,,,,
o__Desulfurellales,c__Deltaproteobacteriae1,order,o__Desulfurellales,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteriae1,o__Desulfurellales,,,
f__Desulfurellaceae,o__Desulfurellales,family,f__Desulfurellaceae,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteriae1,o__Desulfurellales,f__Desulfurellaceae,,
g__Hippea,f__Desulfurellaceae,genus,g__Hippea,Root,k__Bacteria,p__[Epsilonae],c__Deltaproteobacteriae1,o__Desulfurellales,f__Desulfurellaceae,g__Hippea,
g__Fervidobacterium,f__Thermotogaceae,genus,g__Fervidobacterium,Root,k__Bacteria,p__Thermotogae,c__Thermotogae,o__Thermotogales,f__Thermotogaceae,g__Fervidobacterium,
p__Crenarchaeota,k__Archaea,phylum,p__Crenarchaeota,Root,k__Archaea,p__Crenarchaeota,,,,,
c__Thaumarchaeota,p__Crenarchaeota,class,c__Thaumarchaeota,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,,,,
o__Cenarchaeales,c__Thaumarchaeota,order,o__Cenarchaeales,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,,,
f__Cenarchaeaceae,o__Cenarchaeales,family,f__Cenarchaeaceae,Root,k__Archaea,p__Crenarchaeota,c__Thaumarchaeota,o__Cenarchaeales,f__Cenarchaeaceae,,
s__helveticus,g__Lactobacillus,species,s__helveticus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Lactobacillus,s__helveticus
s__meningitidis,g__Neisseria,species,s__meningitidis,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,g__Neisseria,s__meningitidis
g__Dinoroseobacter,f__Rhodobacteraceae,genus,g__Dinoroseobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Dinoroseobacter,
p__Chloroflexi,k__Bacteria,phylum,p__Chloroflexi,Root,k__Bacteria,p__Chloroflexi,,,,,
c__Chloroflexi,p__Chloroflexi,class,c__Chloroflexi,Root,k__Bacteria,p__Chloroflexi,c__Chloroflexi,,,,
f__Acetobacteraceae,o__Rhodospirillales,family,f__Acetobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,,
g__Gluconacetobacter,f__Acetobacteraceae,genus,g__Gluconacetobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconacetobacter,
s__diazotrophicus,g__Gluconacetobacter,species,s__diazotrophicus,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,g__Gluconacetobacter,s__diazotrophicus
f__Phyllobacteriaceae,o__Rhizobiales,family,f__Phyllobacteriaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Phyllobacteriaceae,,
o__Mycoplasmatales,c__Mollicutes,order,o__Mycoplasmatales,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,,,
f__Mycoplasmataceae,o__Mycoplasmatales,family,f__Mycoplasmataceae,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,,
g__Ureaplasma,f__Mycoplasmataceae,genus,g__Ureaplasma,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Ureaplasma,
g__Citrobacter,f__Enterobacteriaceae,genus,g__Citrobacter,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Citrobacter,
o__Actinomycetales,c__Actinobacteria,order,o__Actinomycetales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,,,
f__Actinomycetaceae,o__Actinomycetales,family,f__Actinomycetaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,,
g__Actinomyces,f__Actinomycetaceae,genus,g__Actinomyces,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Actinomycetales,f__Actinomycetaceae,g__Actinomyces,
g__Desulfotomaculum,f__Peptococcaceae,genus,g__Desulfotomaculum,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Desulfotomaculum,
f__Burkholderiaceae,o__Burkholderiales,family,f__Burkholderiaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,,
g__Burkholderia,f__Burkholderiaceae,genus,g__Burkholderia,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Burkholderiaceae,g__Burkholderia,
g__Carboxydothermus,f__Peptococcaceae,genus,g__Carboxydothermus,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Peptococcaceae,g__Carboxydothermus,
p__Chlamydiae,k__Bacteria,phylum,p__Chlamydiae,Root,k__Bacteria,p__Chlamydiae,,,,,
c__Chlamydiia,p__Chlamydiae,class,c__Chlamydiia,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,,,,
o__Chlamydiales,c__Chlamydiia,order,o__Chlamydiales,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,,,
c__[Leptospirae],p__Spirochaetes,class,c__[Leptospirae],Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],,,,
o__[Leptospirales],c__[Leptospirae],order,o__[Leptospirales],Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],,,
f__Leptospiraceae,o__[Leptospirales],family,f__Leptospiraceae,Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Leptospiraceae,,
g__Leptospira,f__Leptospiraceae,genus,g__Leptospira,Root,k__Bacteria,p__Spirochaetes,c__[Leptospirae],o__[Leptospirales],f__Leptospiraceae,g__Leptospira,
c__[Methylacidiphilia],p__Verrucomicrobia,class,c__[Methylacidiphilia],Root,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilia],,,,
o__Methylacidiphilales,c__[Methylacidiphilia],order,o__Methylacidiphilales,Root,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilia],o__Methylacidiphilales,,,
f__Methylacidiphilaceae,o__Methylacidiphilales,family,f__Methylacidiphilaceae,Root,k__Bacteria,p__Verrucomicrobia,c__[Methylacidiphilia],o__Methylacidiphilales,f__Methylacidiphilaceae,,
f__Chlamydiaceae,o__Chlamydiales,family,f__Chlamydiaceae,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,,
g__Chlamydia,f__Chlamydiaceae,genus,g__Chlamydia,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,
s__trachomatis,g__Chlamydia,species,s__trachomatis,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__trachomatis
s__muridarum,g__Chlamydia,species,s__muridarum,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydia,s__muridarum
o__Caulobacterales,c__Alphaproteobacteria,order,o__Caulobacterales,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,,,
f__Caulobacteraceae,o__Caulobacterales,family,f__Caulobacteraceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,,
g__Caulobacter,f__Caulobacteraceae,genus,g__Caulobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Caulobacteraceae,g__Caulobacter,
o__Natranaerobiales,c__Clostridia,order,o__Natranaerobiales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Natranaerobiales,,,
g__Mycoplasma,f__Mycoplasmataceae,genus,g__Mycoplasma,Root,k__Bacteria,p__Tenericutes,c__Mollicutes,o__Mycoplasmatales,f__Mycoplasmataceae,g__Mycoplasma,
g__Chlamydophila,f__Chlamydiaceae,genus,g__Chlamydophila,Root,k__Bacteria,p__Chlamydiae,c__Chlamydiia,o__Chlamydiales,f__Chlamydiaceae,g__Chlamydophila,
f__Corynebacteriaceae,o__Corynebacteriales,family,f__Corynebacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,,
g__Corynebacterium,f__Corynebacteriaceae,genus,g__Corynebacterium,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Corynebacteriales,f__Corynebacteriaceae,g__Corynebacterium,
g__Saccharomonospora,f__Pseudonocardiaceae,genus,g__Saccharomonospora,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Saccharomonospora,
f__Shewanellaceae,o__Alteromonadales,family,f__Shewanellaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,,
g__Shewanella,f__Shewanellaceae,genus,g__Shewanella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,
g__Roseobacter,f__Rhodobacteraceae,genus,g__Roseobacter,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae,g__Roseobacter,
f__Psychromonadaceae,o__Alteromonadales,family,f__Psychromonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Psychromonadaceae,,
g__Psychromonas,f__Psychromonadaceae,genus,g__Psychromonas,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Psychromonadaceae,g__Psychromonas,
f__Comamonadaceae,o__Burkholderiales,family,f__Comamonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,,
g__Polaromonas,f__Comamonadaceae,genus,g__Polaromonas,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Polaromonas,
c__Crenarchaeota,p__Crenarchaeota,class,c__Crenarchaeota,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,,,,
o__Thermoproteales,c__Crenarchaeota,order,o__Thermoproteales,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Thermoproteales,,,
f__Thermoproteaceae,o__Thermoproteales,family,f__Thermoproteaceae,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Thermoproteales,f__Thermoproteaceae,,
g__Pyrobaculum,f__Thermoproteaceae,genus,g__Pyrobaculum,Root,k__Archaea,p__Crenarchaeota,c__Crenarchaeota,o__Thermoproteales,f__Thermoproteaceae,g__Pyrobaculum,
p__Acidobacteria,k__Bacteria,phylum,p__Acidobacteria,Root,k__Bacteria,p__Acidobacteria,,,,,
c__Acidobacteriia,p__Acidobacteria,class,c__Acidobacteriia,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,,,,
o__Solibacterales,c__Acidobacteriia,order,o__Solibacterales,Root,k__Bacteria,p__Acidobacteria,c__Acidobacteriia,o__Solibacterales,,,
g__Providencia,f__Enterobacteriaceae,genus,g__Providencia,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacteriales,f__Enterobacteriaceae,g__Providencia,
g__Paenibacillus,f__Paenibacillaceae,genus,g__Paenibacillus,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,
s__polymyxa,g__Paenibacillus,species,s__polymyxa,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Paenibacillaceae,g__Paenibacillus,s__polymyxa
f__Clostridiaceae,o__Clostridiales,family,f__Clostridiaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,,
g__Clostridium,f__Clostridiaceae,genus,g__Clostridium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium,
g__Capnocytophaga,f__Flavobacteriaceae,genus,g__Capnocytophaga,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Capnocytophaga,
g__Prevotella,f__Prevotellaceae,genus,g__Prevotella,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Prevotellaceae,g__Prevotella,
f__Porphyromonadaceae,o__Bacteroidales,family,f__Porphyromonadaceae,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,,
g__Dysgonomonas,f__Porphyromonadaceae,genus,g__Dysgonomonas,Root,k__Bacteria,p__Bacteroidetes,c__Bacteroidia,o__Bacteroidales,f__Porphyromonadaceae,g__Dysgonomonas,
f__Chromatiaceae,o__Chromatiales,family,f__Chromatiaceae,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,,
g__Nitrosococcus,f__Chromatiaceae,genus,g__Nitrosococcus,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae,g__Nitrosococcus,
p__Fusobacteria,k__Bacteria,phylum,p__Fusobacteria,Root,k__Bacteria,p__Fusobacteria,,,,,
o__Fusobacteriales,p__Fusobacteria,class,o__Fusobacteriales,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,,,,
f__Fusobacteriaceae,o__Fusobacteriales,order,f__Fusobacteriaceae,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,,,
g__Fusobacterium,f__Fusobacteriaceae,family,g__Fusobacterium,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,,
s__nucleatum,g__Fusobacterium,genus,s__nucleatum,Root,k__Bacteria,p__Fusobacteria,o__Fusobacteriales,f__Fusobacteriaceae,g__Fusobacterium,s__nucleatum,
f__Campylobacteraceae,o__Campylobacterales,family,f__Campylobacteraceae,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,,
g__Campylobacter,f__Campylobacteraceae,genus,g__Campylobacter,Root,k__Bacteria,p__[Epsilonae],c__Epsilonproteobacteria,o__Campylobacterales,f__Campylobacteraceae,g__Campylobacter,
g__Spirochaeta,f__Spirochaetaceae,genus,g__Spirochaeta,Root,k__Bacteria,p__Spirochaetes,c__Spirochaetia,o__Spirochaetales,f__Spirochaetaceae,g__Spirochaeta,
c__Methanomicrobia,p__Euryarchaeota,class,c__Methanomicrobia,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,,,,
o__Methanomicrobiales,c__Methanomicrobia,order,o__Methanomicrobiales,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,,,
f__Methanomicrobiaceae,o__Methanomicrobiales,family,f__Methanomicrobiaceae,Root,k__Archaea,p__Euryarchaeota,c__Methanomicrobia,o__Methanomicrobiales,f__Methanomicrobiaceae,,
o__Bifidobacteriales,c__Actinobacteria,order,o__Bifidobacteriales,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,,,
f__Bifidobacteriaceae,o__Bifidobacteriales,family,f__Bifidobacteriaceae,Root,k__Bacteria,p__Actinobacteria,c__Actinobacteria,o__Bifidobacteriales,f__Bifidobacteriaceae,,
g__Variovorax,f__Comamonadaceae,genus,g__Variovorax,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Burkholderiales,f__Comamonadaceae,g__Variovorax,
o__Halanaerobiales,c__Clostridia,order,o__Halanaerobiales,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,,,
f__Halanaerobiaceae,o__Halanaerobiales,family,f__Halanaerobiaceae,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,,
g__Halanaerobium,f__Halanaerobiaceae,genus,g__Halanaerobium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Halanaerobiales,f__Halanaerobiaceae,g__Halanaerobium,
p__Cyanobacteria,k__Bacteria,phylum,p__Cyanobacteria,Root,k__Bacteria,p__Cyanobacteria,,,,,
c__Oxyphotobacteria,p__Cyanobacteria,class,c__Oxyphotobacteria,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,,,,
o__Synechococcales,c__Oxyphotobacteria,order,o__Synechococcales,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales,,,
f__Synechococcaceae,o__Synechococcales,family,f__Synechococcaceae,Root,k__Bacteria,p__Cyanobacteria,c__Oxyphotobacteria,o__Synechococcales,f__Synechococcaceae,,
g__Faecalibacterium,f__Ruminococcaceae,genus,g__Faecalibacterium,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,
s__prausnitzii,g__Faecalibacterium,species,s__prausnitzii,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Ruminococcaceae,g__Faecalibacterium,s__prausnitzii
p__Fibrobacteres,k__Bacteria,phylum,p__Fibrobacteres,Root,k__Bacteria,p__Fibrobacteres,,,,,
c__Fibrobacteria,p__Fibrobacteres,class,c__Fibrobacteria,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,,,,
o__Fibrobacterales,c__Fibrobacteria,order,o__Fibrobacterales,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,,,
f__Fibrobacteraceae,o__Fibrobacterales,family,f__Fibrobacteraceae,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,,
g__Fibrobacter,f__Fibrobacteraceae,genus,g__Fibrobacter,Root,k__Bacteria,p__Fibrobacteres,c__Fibrobacteria,o__Fibrobacterales,f__Fibrobacteraceae,g__Fibrobacter,
s__rectale,g__Eubacterium,species,s__rectale,Root,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Lachnospiraceae,g__Eubacterium,s__rectale
g__Flavobacterium,f__Flavobacteriaceae,genus,g__Flavobacterium,Root,k__Bacteria,p__Bacteroidetes,c__Flavobacteriia,o__Flavobacteriales,f__Flavobacteriaceae,g__Flavobacterium,
f__Hyphomonadaceae,o__Rhodobacterales,family,f__Hyphomonadaceae,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,,
g__Hirschia,f__Hyphomonadaceae,genus,g__Hirschia,Root,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Hyphomonadaceae,g__Hirschia,
o__Methylophilales,c__Betaproteobacteria,order,o__Methylophilales,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,,,
f__Methylophilaceae,o__Methylophilales,family,f__Methylophilaceae,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,,
g__Methylotenera,f__Methylophilaceae,genus,g__Methylotenera,Root,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Methylophilales,f__Methylophilaceae,g__Methylotenera,
g__Moraxella,f__Moraxellaceae,genus,g__Moraxella,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,
s__catarrhalis,g__Moraxella,species,s__catarrhalis,Root,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae,g__Moraxella,s__catarrhalis
g__Leuconostoc,f__Lactobacillaceae,genus,g__Leuconostoc,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,g__Leuconostoc,
f__Listeriaceae,o__Bacillales,family,f__Listeriaceae,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Listeriaceae,,
g__Listeria,f__Listeriaceae,genus,g__Listeria,Root,k__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Listeriaceae,g__Listeria,
o__Thermales,c__Deinococci,order,o__Thermales,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,,,
f__Thermaceae,o__Thermales,family,f__Thermaceae,Root,k__Bacteria,p__Thermi,c__Deinococci,o__Thermales,f__Thermaceae,,
